Date,Open,High,Low,Close,Adj Close,Volume
2018-04-06,53.849998,54.299999,52.509998,53.049999,52.052311,6918700
2018-04-09,53.360001,53.700001,52.480000,52.560001,51.571537,6179300
2018-04-10,53.349998,53.380001,51.430000,52.360001,51.375294,12220000
2018-04-11,52.000000,52.540001,51.360001,51.470001,50.502033,7799600
2018-04-12,52.599998,53.639999,51.950001,52.980000,51.983631,12713600
2018-04-13,53.619999,54.439999,52.500000,52.919998,51.924759,9925900
2018-04-16,53.270000,54.830002,53.270000,54.299999,53.278805,9490400
2018-04-17,55.000000,55.200001,54.029999,54.549999,53.524105,7380400
2018-04-18,55.009998,56.020000,54.720001,55.209999,54.171692,7504900
2018-04-19,55.040001,55.230000,54.560001,55.070000,54.034325,5217500
2018-04-20,55.230000,55.820000,55.160000,55.400002,54.358124,7445700
2018-04-23,55.770000,55.799999,54.169998,54.610001,53.582981,5360400
2018-04-24,54.770000,55.299999,53.110001,53.810001,52.798023,7655000
2018-04-25,53.939999,54.959999,53.209999,54.650002,53.622223,7219800
2018-04-26,53.900002,54.040001,52.779999,53.130001,52.130814,12130500
2018-04-27,53.270000,53.700001,53.090000,53.500000,52.493855,5699000
2018-04-30,53.549999,53.779999,52.220001,52.220001,51.237926,8200000
2018-05-01,52.270000,52.849998,51.849998,52.740002,51.748146,6799500
2018-05-02,52.810001,53.169998,52.279999,52.360001,51.375294,5142800
2018-05-03,52.020000,52.119999,51.090000,51.790001,50.816013,7083100
2018-05-04,51.580002,52.490002,51.580002,52.340000,51.355671,4535200
2018-05-07,52.400002,52.400002,51.470001,51.900002,50.923946,6055800
2018-05-08,52.060001,53.060001,51.950001,52.369999,51.385105,6361100
2018-05-09,52.169998,52.279999,51.459999,51.619999,50.649208,8403900
2018-05-10,51.549999,52.320000,51.320000,52.060001,51.384544,7590700
2018-05-11,52.000000,53.080002,51.880001,52.900002,52.213646,7810800
2018-05-14,52.900002,53.259998,51.849998,52.090000,51.414154,10466400
2018-05-15,51.970001,52.720001,51.759998,52.369999,51.690521,6572800
2018-05-16,52.410000,53.990002,52.410000,53.480000,52.786121,6997400
2018-05-17,53.419998,53.970001,53.000000,53.099998,52.411049,6069600
2018-05-18,53.009998,53.230000,52.810001,52.950001,52.262997,5819000
2018-05-21,53.270000,54.349998,53.240002,53.980000,53.279633,5413600
2018-05-22,54.380001,54.990002,53.419998,53.520000,52.825600,4943600
2018-05-23,53.209999,53.459999,52.980000,53.400002,52.707161,3688800
2018-05-24,53.529999,54.570000,53.529999,54.400002,53.694187,5251200
2018-05-25,54.650002,56.119999,54.619999,55.869999,55.145107,7597300
2018-05-29,55.389999,55.599998,53.820000,54.230000,53.526386,6544600
2018-05-30,54.490002,54.709999,53.669998,54.310001,53.605350,4149700
2018-05-31,54.419998,54.840000,53.939999,54.049999,53.348724,5365500
2018-06-01,54.419998,54.730000,54.070000,54.419998,53.713921,4317800
2018-06-04,54.779999,55.430000,54.450001,55.189999,54.473930,4472400
2018-06-05,54.959999,55.000000,54.290001,54.669998,53.960678,4968300
2018-06-06,53.200001,54.310001,52.630001,54.169998,53.467163,10825300
2018-06-07,53.910000,54.070000,52.889999,53.459999,52.766376,6858000
2018-06-08,53.060001,54.139999,53.060001,54.090000,53.388203,5858500
2018-06-11,54.360001,55.840000,54.240002,54.889999,54.177826,6800800
2018-06-12,54.840000,54.840000,53.980000,54.549999,53.842236,5253700
2018-06-13,54.630001,55.070000,54.380001,54.650002,53.940937,4384900
2018-06-14,54.779999,55.500000,54.610001,54.900002,54.187695,5456100
2018-06-15,54.650002,55.180000,54.119999,55.180000,54.464062,8125300
2018-06-18,54.730000,55.060001,54.299999,54.799999,54.088993,5836500
2018-06-19,54.330002,54.439999,53.320000,53.779999,53.082226,5830800
2018-06-20,54.000000,54.590000,53.709999,53.840000,53.141449,4541300
2018-06-21,53.799999,54.310001,53.400002,53.730000,53.032875,4806800
2018-06-22,53.500000,53.990002,52.419998,52.720001,52.035984,10311600
2018-06-25,52.279999,52.599998,50.720001,51.310001,50.644276,7547800
2018-06-26,51.529999,51.619999,50.910000,51.070000,50.407391,4810300
2018-06-27,51.029999,51.180000,49.700001,49.889999,49.242695,9035800
2018-06-28,49.820000,50.009998,49.049999,49.799999,49.153866,6871800
2018-06-29,49.810001,50.320000,49.509998,49.540001,48.897240,6703900
2018-07-02,49.250000,50.169998,48.910000,49.919998,49.272305,8300000
2018-07-03,49.250000,49.529999,48.619999,48.779999,48.147099,6449500
2018-07-05,49.099998,49.279999,48.520000,49.259998,48.620869,6335900
2018-07-06,49.340000,49.779999,49.080002,49.580002,48.936722,4903000
2018-07-09,49.580002,50.779999,49.299999,50.509998,49.854652,7895600
2018-07-10,50.599998,50.660000,49.610001,50.599998,49.943485,7366600
2018-07-11,50.139999,50.139999,48.810001,49.840000,49.193348,10426500
2018-07-12,50.900002,51.279999,49.119999,50.730000,50.071796,12625600
2018-07-13,50.500000,50.990002,50.330002,50.770000,50.111282,6835900
2018-07-16,50.900002,50.910000,50.090000,50.669998,50.012573,8603200
2018-07-17,50.599998,51.570000,50.599998,51.139999,50.476479,5299000
2018-07-18,52.439999,53.549999,52.380001,52.799999,52.114941,10212300
2018-07-19,52.860001,53.240002,52.430000,53.000000,52.312347,6391400
2018-07-20,52.660000,52.889999,51.970001,51.990002,51.315453,6697500
2018-07-23,51.799999,52.380001,51.330002,52.240002,51.562206,4509200
2018-07-24,52.380001,52.560001,51.570000,51.680000,51.009472,4652700
2018-07-25,51.259998,51.720001,51.259998,51.660000,51.337414,4727600
2018-07-26,51.660000,54.240002,51.509998,53.980000,53.642925,10322100
2018-07-27,53.950001,54.770000,53.919998,54.459999,54.119926,6561000
2018-07-30,54.320000,54.880001,53.750000,53.790001,53.454113,5676700
2018-07-31,53.930000,55.049999,53.810001,54.419998,54.080177,6048100
2018-08-01,54.790001,54.869999,53.389999,53.590000,53.255363,4203400
2018-08-02,53.209999,54.099998,52.939999,53.910000,53.573364,4483600
2018-08-03,54.160000,54.439999,54.009998,54.259998,53.921177,3147300
2018-08-06,54.099998,54.529999,53.840000,54.419998,54.080177,3122300
2018-08-07,54.599998,55.090000,54.520000,54.700001,54.358433,4425300
2018-08-08,54.869999,55.549999,54.849998,55.230000,54.885120,3562200
2018-08-09,55.209999,55.720001,55.130001,55.340000,54.994434,2890400
2018-08-10,54.779999,54.830002,53.849998,54.709999,54.368366,4204400
2018-08-13,54.880001,54.880001,53.759998,54.220001,53.881428,3896600
2018-08-14,54.259998,55.060001,54.259998,54.759998,54.418053,3459900
2018-08-15,54.799999,55.549999,54.360001,55.230000,54.885120,4896500
2018-08-16,55.330002,55.799999,55.220001,55.450001,55.103748,3366100
2018-08-17,55.490002,55.990002,55.310001,55.650002,55.302498,3266500
2018-08-20,55.970001,57.700001,55.860001,57.419998,57.061443,7005800
2018-08-21,57.529999,58.029999,57.439999,57.599998,57.240318,4732300
2018-08-22,57.500000,57.500000,56.779999,56.910000,56.554630,4246100
2018-08-23,56.810001,57.320000,56.720001,56.939999,56.584442,3051900
2018-08-24,56.779999,57.380001,56.549999,57.180000,56.822945,3149600
2018-08-27,57.470001,57.930000,57.270000,57.750000,57.389385,4278900
2018-08-28,57.950001,58.869999,57.810001,58.790001,58.422890,7035300
2018-08-29,58.799999,58.869999,58.410000,58.520000,58.154575,4543300
2018-08-30,58.330002,58.689999,58.180000,58.439999,58.075073,3020300
2018-08-31,58.439999,58.779999,58.340000,58.480000,58.114826,6076700
2018-09-04,58.500000,59.180000,58.439999,58.880001,58.512329,5017400
2018-09-05,59.000000,59.599998,56.950001,57.209999,56.852757,9495500
2018-09-06,57.209999,57.520000,56.180000,56.439999,56.087563,7618100
2018-09-07,56.080002,57.680000,55.689999,56.860001,56.504944,6307600
2018-09-10,57.049999,57.740002,56.820000,57.560001,57.200573,3894900
2018-09-11,57.330002,58.459999,57.160000,58.270000,57.906139,4717500
2018-09-12,58.340000,58.380001,57.160000,57.389999,57.031631,5116100
2018-09-13,57.389999,58.250000,57.389999,57.820000,57.458946,3568400
2018-09-14,57.759998,58.330002,57.630001,57.930000,57.568260,3449300
2018-09-17,57.790001,58.360001,57.790001,57.959999,57.598072,3944600
2018-09-18,57.869999,58.299999,56.919998,57.830002,57.468887,3746900
2018-09-19,57.860001,58.270000,57.750000,57.900002,57.538448,3423000
2018-09-20,58.200001,58.459999,57.900002,58.130001,57.767014,3448100
2018-09-21,58.439999,60.230000,58.389999,59.610001,59.237770,11936300
2018-09-24,59.160000,59.160000,57.130001,57.410000,57.051506,6640000
2018-09-25,57.439999,57.549999,56.410000,57.099998,56.743443,4635500
2018-09-26,57.400002,57.950001,57.180000,57.509998,57.150883,5306700
2018-09-27,57.820000,58.580002,57.820000,58.000000,57.637825,3897600
2018-09-28,58.000000,58.270000,57.540001,57.830002,57.468887,4642500
2018-10-01,57.990002,58.139999,56.320000,56.599998,56.246563,5839900
2018-10-02,55.439999,55.599998,54.209999,54.689999,54.348492,8604600
2018-10-03,54.990002,55.200001,54.250000,54.320000,53.980804,6966700
2018-10-04,54.250000,54.430000,53.040001,53.560001,53.225552,7681100
2018-10-05,53.740002,53.860001,52.540001,52.700001,52.370918,5621700
2018-10-08,52.369999,52.709999,51.610001,52.139999,51.814415,5495700
2018-10-09,52.529999,52.930000,50.759998,50.860001,50.542408,8284700
2018-10-10,50.730000,50.830002,49.680000,49.709999,49.399590,13082900
2018-10-11,51.500000,52.599998,50.669998,51.480000,51.158535,15887500
2018-10-12,52.560001,52.709999,51.360001,52.049999,51.724976,9677300
2018-10-15,52.000000,52.500000,51.759998,51.840000,51.516289,6494400
2018-10-16,52.060001,53.220001,52.020000,53.110001,52.778358,6684000
2018-10-17,54.930000,55.279999,53.700001,54.299999,53.960926,9184200
2018-10-18,54.290001,54.299999,52.959999,53.130001,52.798237,5871200
2018-10-19,53.130001,53.580002,52.759998,53.389999,53.056610,4989800
2018-10-22,53.540001,54.430000,53.299999,54.240002,53.901306,6174200
2018-10-23,53.299999,53.650002,52.029999,53.450001,53.116238,7679800
2018-10-24,53.500000,53.599998,51.369999,51.509998,51.188347,6759100
2018-10-25,51.410000,53.959999,51.360001,53.709999,53.374611,9174400
2018-10-26,53.310001,54.189999,52.139999,53.279999,52.947296,9573000
2018-10-29,54.150002,54.770000,52.560001,53.419998,53.086422,10819700
2018-10-30,53.389999,55.220001,53.380001,55.119999,54.775806,7526200
2018-10-31,55.610001,56.130001,54.680000,54.730000,54.388241,8699500
2018-11-01,54.930000,56.230000,54.790001,56.040001,55.690063,6401100
2018-11-02,56.500000,57.029999,55.639999,56.119999,55.769562,6488600
2018-11-05,56.020000,56.380001,55.549999,56.049999,55.700001,5206000
2018-11-06,55.709999,55.869999,54.750000,55.470001,55.470001,5983100
2018-11-07,55.810001,57.250000,55.639999,56.790001,56.790001,7204600
2018-11-08,56.590000,56.959999,55.880001,56.730000,56.730000,4150400
2018-11-09,56.830002,57.209999,56.380001,56.650002,56.650002,6061600
2018-11-12,56.599998,57.189999,56.200001,56.700001,56.700001,4553900
2018-11-13,57.130001,57.919998,56.790001,56.820000,56.820000,6004400
2018-11-14,56.930000,57.560001,56.209999,56.430000,56.430000,5543300
2018-11-15,56.160000,56.259998,55.000000,56.099998,56.099998,6969000
2018-11-16,55.810001,56.020000,54.900002,55.900002,55.900002,6719500
2018-11-19,56.000000,56.590000,55.759998,56.189999,56.189999,5640400
2018-11-20,55.599998,56.470001,55.279999,55.410000,55.410000,5623600
2018-11-21,55.810001,57.320000,55.669998,55.970001,55.970001,6509100
2018-11-23,56.490002,57.689999,56.270000,57.160000,57.160000,3778200
2018-11-26,57.520000,57.799999,56.560001,56.709999,56.709999,5927100
2018-11-27,57.310001,59.000000,57.279999,58.310001,58.310001,8879800
2018-11-28,58.369999,58.930000,57.709999,58.869999,58.869999,6204000
2018-11-29,58.500000,59.430000,58.349998,58.860001,58.860001,6793700
2018-11-30,59.259998,61.320000,59.169998,60.709999,60.709999,10846900
2018-12-03,61.000000,61.070000,59.810001,60.119999,60.119999,6759400
2018-12-04,57.980000,59.189999,56.330002,56.939999,56.939999,14429000
2018-12-06,56.630001,58.230000,56.509998,58.080002,58.080002,9052500
2018-12-07,57.610001,58.080002,55.500000,56.070000,56.070000,8193600
2018-12-10,56.230000,56.650002,55.310001,56.320000,56.320000,5698400
2018-12-11,56.689999,56.959999,55.630001,55.889999,55.889999,7319200
2018-12-12,56.459999,56.970001,56.000000,56.270000,56.270000,6175700
2018-12-13,56.230000,56.450001,53.349998,53.549999,53.549999,10174900
2018-12-14,52.900002,54.730000,52.849998,53.509998,53.509998,5551600
2018-12-17,53.369999,53.369999,52.119999,52.389999,52.389999,5792700
2018-12-18,53.430000,53.599998,52.660000,52.950001,52.950001,6099500
2018-12-19,53.200001,53.340000,51.410000,51.930000,51.930000,8003600
2018-12-20,51.529999,52.060001,50.020000,50.910000,50.910000,8428800
2018-12-21,50.509998,51.279999,49.290001,49.450001,49.450001,11680200
2018-12-24,49.250000,49.450001,47.900002,47.959999,47.959999,5381300
2018-12-26,48.400002,50.459999,47.910000,50.410000,50.410000,7452700
2018-12-27,50.029999,50.500000,48.320000,50.500000,50.500000,7136300
2018-12-28,50.529999,51.099998,49.709999,50.180000,50.180000,5854800
2018-12-31,50.290001,50.660000,49.560001,49.900002,49.900002,6231700
2019-01-02,49.250000,50.160000,48.880001,50.090000,50.090000,5270700
2019-01-03,48.509998,48.939999,45.080002,45.610001,45.610001,18694100
2019-01-04,46.369999,48.830002,46.240002,47.790001,47.790001,11037000
2019-01-07,48.000000,48.439999,47.130001,47.849998,47.849998,9375500
2019-01-08,48.480000,48.669998,46.950001,47.470001,47.470001,8231400
2019-01-09,47.099998,48.720001,46.919998,48.470001,48.470001,8095300
2019-01-10,46.680000,48.910000,45.820000,48.730000,48.730000,11880200
2019-01-11,48.220001,48.669998,47.590000,48.560001,48.560001,6577900
2019-01-14,47.570000,47.900002,46.400002,47.750000,47.750000,10095100
2019-01-15,47.970001,49.290001,46.849998,47.830002,47.830002,11569500
2019-01-16,48.889999,49.180000,47.410000,47.500000,47.500000,9823000
2019-01-17,47.439999,48.570000,47.320000,48.220001,48.220001,7312700
2019-01-18,48.639999,48.700001,47.939999,48.110001,48.110001,7850200
2019-01-22,48.049999,48.049999,46.840000,47.099998,47.099998,8144400
2019-01-23,47.290001,47.799999,46.939999,47.299999,47.299999,8099900
2019-01-24,48.259998,48.549999,47.169998,47.520000,47.520000,9057200
2019-01-25,47.650002,48.150002,46.900002,47.689999,47.689999,11839200
2019-01-28,47.430000,48.439999,47.330002,48.009998,48.009998,8212100
2019-01-29,48.410000,48.490002,47.869999,48.220001,48.220001,7476500
2019-01-30,48.380001,50.450001,48.360001,50.270000,50.270000,13005200
2019-01-31,50.070000,50.410000,49.090000,49.430000,49.430000,8287100
2019-02-01,49.630001,50.490002,49.570000,49.919998,49.919998,6172900
2019-02-04,49.990002,50.400002,49.560001,50.340000,50.340000,5356200
2019-02-05,50.369999,51.060001,50.020000,50.540001,50.540001,8727600
2019-02-06,50.169998,50.779999,49.860001,50.520000,50.520000,6224800
2019-02-07,50.340000,50.668800,49.970001,50.380001,50.380001,3591066
